Time,Verhicle Numbers(t),Verhicle Numbers(t-1),Verhicle Numbers(t-2),Verhicle Numbers(t-3),Verhicle Numbers(t-4)
2021-07-03 02:10:00,119,63,527,105,179
2021-07-03 02:15:00,291,119,63,527,105
2021-07-03 02:20:00,491,291,119,63,527
2021-07-03 02:25:00,139,491,291,119,63
2021-07-03 02:30:00,665,139,491,291,119
2021-07-03 02:35:00,883,665,139,491,291
2021-07-03 02:40:00,338,883,665,139,491
2021-07-03 02:45:00,5,338,883,665,139
2021-07-03 02:50:00,918,5,338,883,665
2021-07-03 02:55:00,236,918,5,338,883
2021-07-03 03:00:00,72,236,918,5,338
2021-07-03 03:05:00,810,72,236,918,5
2021-07-03 03:10:00,4,810,72,236,918
2021-07-03 03:15:00,103,4,810,72,236
2021-07-03 03:20:00,533,103,4,810,72
2021-07-03 03:25:00,550,533,103,4,810
2021-07-03 03:30:00,763,550,533,103,4
2021-07-03 03:35:00,26,763,550,533,103
2021-07-03 03:40:00,444,26,763,550,533
2021-07-03 03:45:00,149,444,26,763,550
2021-07-03 03:50:00,917,149,444,26,763
2021-07-03 03:55:00,388,917,149,444,26
2021-07-03 04:00:00,525,388,917,149,444
2021-07-03 04:05:00,92,525,388,917,149
2021-07-03 04:10:00,544,92,525,388,917
2021-07-03 04:15:00,728,544,92,525,388
2021-07-03 04:20:00,641,728,544,92,525
2021-07-03 04:25:00,737,641,728,544,92
2021-07-03 04:30:00,427,737,641,728,544
2021-07-03 04:35:00,203,427,737,641,728
2021-07-03 04:40:00,191,203,427,737,641
2021-07-03 04:45:00,496,191,203,427,737
2021-07-03 04:50:00,602,496,191,203,427
2021-07-03 04:55:00,484,602,496,191,203
2021-07-03 05:00:00,231,484,602,496,191
2021-07-03 05:05:00,723,231,484,602,496
2021-07-03 05:10:00,792,723,231,484,602
2021-07-03 05:15:00,815,792,723,231,484
2021-07-03 05:20:00,30,815,792,723,231
2021-07-03 05:25:00,34,30,815,792,723
2021-07-03 05:30:00,802,34,30,815,792
2021-07-03 05:35:00,230,802,34,30,815
2021-07-03 05:40:00,434,230,802,34,30
2021-07-03 05:45:00,180,434,230,802,34
2021-07-03 05:50:00,236,180,434,230,802
2021-07-03 05:55:00,433,236,180,434,230
2021-07-03 06:00:00,427,433,236,180,434
2021-07-03 06:05:00,590,427,433,236,180
2021-07-03 06:10:00,968,590,427,433,236
2021-07-03 06:15:00,400,968,590,427,433
2021-07-03 06:20:00,895,400,968,590,427
2021-07-03 06:25:00,233,895,400,968,590
2021-07-03 06:30:00,389,233,895,400,968
2021-07-03 06:35:00,351,389,233,895,400
2021-07-03 06:40:00,243,351,389,233,895
2021-07-03 06:45:00,617,243,351,389,233
2021-07-03 06:50:00,979,617,243,351,389
2021-07-03 06:55:00,732,979,617,243,351
2021-07-03 07:00:00,942,732,979,617,243
2021-07-03 07:05:00,935,942,732,979,617
2021-07-03 07:10:00,56,935,942,732,979
2021-07-03 07:15:00,4,56,935,942,732
2021-07-03 07:20:00,377,4,56,935,942
2021-07-03 07:25:00,365,377,4,56,935
2021-07-03 07:30:00,426,365,377,4,56
2021-07-03 07:35:00,214,426,365,377,4
2021-07-03 07:40:00,901,214,426,365,377
2021-07-03 07:45:00,795,901,214,426,365
2021-07-03 07:50:00,376,795,901,214,426
2021-07-03 07:55:00,513,376,795,901,214
2021-07-03 08:00:00,420,513,376,795,901
2021-07-03 08:05:00,4,420,513,376,795
2021-07-03 08:10:00,103,4,420,513,376
2021-07-03 08:15:00,845,103,4,420,513
2021-07-03 08:20:00,135,845,103,4,420
2021-07-03 08:25:00,304,135,845,103,4
2021-07-03 08:30:00,666,304,135,845,103
2021-07-03 08:35:00,712,666,304,135,845
2021-07-03 08:40:00,528,712,666,304,135
2021-07-03 08:45:00,610,528,712,666,304
2021-07-03 08:50:00,138,610,528,712,666
2021-07-03 08:55:00,944,138,610,528,712
2021-07-03 09:00:00,903,944,138,610,528
2021-07-03 09:05:00,519,903,944,138,610
2021-07-03 09:10:00,796,519,903,944,138
2021-07-03 09:15:00,980,796,519,903,944
2021-07-03 09:20:00,65,980,796,519,903
2021-07-03 09:25:00,734,65,980,796,519
2021-07-03 09:30:00,235,734,65,980,796
2021-07-03 09:35:00,386,235,734,65,980
2021-07-03 09:40:00,823,386,235,734,65
2021-07-03 09:45:00,924,823,386,235,734
2021-07-03 09:50:00,687,924,823,386,235
2021-07-03 09:55:00,927,687,924,823,386
2021-07-03 10:00:00,905,927,687,924,823
2021-07-03 10:05:00,807,905,927,687,924
2021-07-03 10:10:00,945,807,905,927,687
2021-07-03 10:15:00,250,945,807,905,927
2021-07-03 10:20:00,0,250,945,807,905
2021-07-03 10:25:00,906,0,250,945,807
2021-07-03 10:30:00,913,906,0,250,945
2021-07-03 10:35:00,97,913,906,0,250
2021-07-03 10:40:00,164,97,913,906,0
2021-07-03 10:45:00,899,164,97,913,906
2021-07-03 10:50:00,913,899,164,97,913
2021-07-03 10:55:00,155,913,899,164,97
2021-07-03 11:00:00,512,155,913,899,164
2021-07-03 11:05:00,865,512,155,913,899
2021-07-03 11:10:00,661,865,512,155,913
2021-07-03 11:15:00,911,661,865,512,155
2021-07-03 11:20:00,317,911,661,865,512
2021-07-03 11:25:00,28,317,911,661,865
2021-07-03 11:30:00,479,28,317,911,661
2021-07-03 11:35:00,437,479,28,317,911
2021-07-03 11:40:00,797,437,479,28,317
2021-07-03 11:45:00,774,797,437,479,28
2021-07-03 11:50:00,115,774,797,437,479
2021-07-03 11:55:00,405,115,774,797,437
2021-07-03 12:00:00,425,405,115,774,797
2021-07-03 12:05:00,604,425,405,115,774
2021-07-03 12:10:00,903,604,425,405,115
2021-07-03 12:15:00,157,903,604,425,405
2021-07-03 12:20:00,250,157,903,604,425
2021-07-03 12:25:00,904,250,157,903,604
2021-07-03 12:30:00,196,904,250,157,903
2021-07-03 12:35:00,974,196,904,250,157
2021-07-03 12:40:00,462,974,196,904,250
2021-07-03 12:45:00,65,462,974,196,904
2021-07-03 12:50:00,379,65,462,974,196
2021-07-03 12:55:00,715,379,65,462,974
2021-07-03 13:00:00,981,715,379,65,462
2021-07-03 13:05:00,365,981,715,379,65
2021-07-03 13:10:00,824,365,981,715,379
2021-07-03 13:15:00,193,824,365,981,715
2021-07-03 13:20:00,394,193,824,365,981
2021-07-03 13:25:00,120,394,193,824,365
2021-07-03 13:30:00,349,120,394,193,824
2021-07-03 13:35:00,772,349,120,394,193
2021-07-03 13:40:00,44,772,349,120,394
2021-07-03 13:45:00,94,44,772,349,120
2021-07-03 13:50:00,507,94,44,772,349
2021-07-03 13:55:00,194,507,94,44,772
2021-07-03 14:00:00,28,194,507,94,44
2021-07-03 14:05:00,861,28,194,507,94
2021-07-03 14:10:00,83,861,28,194,507
2021-07-03 14:15:00,15,83,861,28,194
2021-07-03 14:20:00,848,15,83,861,28
2021-07-03 14:25:00,913,848,15,83,861
2021-07-03 14:30:00,471,913,848,15,83
2021-07-03 14:35:00,61,471,913,848,15
2021-07-03 14:40:00,545,61,471,913,848
2021-07-03 14:45:00,531,545,61,471,913
2021-07-03 14:50:00,460,531,545,61,471
2021-07-03 14:55:00,914,460,531,545,61
2021-07-03 15:00:00,794,914,460,531,545
2021-07-03 15:05:00,733,794,914,460,531
2021-07-03 15:10:00,102,733,794,914,460
2021-07-03 15:15:00,925,102,733,794,914
2021-07-03 15:20:00,247,925,102,733,794
2021-07-03 15:25:00,252,247,925,102,733
2021-07-03 15:30:00,951,252,247,925,102
2021-07-03 15:35:00,258,951,252,247,925
2021-07-03 15:40:00,828,258,951,252,247
2021-07-03 15:45:00,145,828,258,951,252
2021-07-03 15:50:00,786,145,828,258,951
2021-07-03 15:55:00,951,786,145,828,258
2021-07-03 16:00:00,428,951,786,145,828
2021-07-03 16:05:00,447,428,951,786,145
2021-07-03 16:10:00,259,447,428,951,786
2021-07-03 16:15:00,533,259,447,428,951
2021-07-03 16:20:00,501,533,259,447,428
2021-07-03 16:25:00,966,501,533,259,447
2021-07-03 16:30:00,277,966,501,533,259
2021-07-03 16:35:00,783,277,966,501,533
2021-07-03 16:40:00,197,783,277,966,501
2021-07-03 16:45:00,791,197,783,277,966
2021-07-03 16:50:00,758,791,197,783,277
2021-07-03 16:55:00,464,758,791,197,783
2021-07-03 17:00:00,703,464,758,791,197
2021-07-03 17:05:00,509,703,464,758,791
2021-07-03 17:10:00,908,509,703,464,758
2021-07-03 17:15:00,32,908,509,703,464
2021-07-03 17:20:00,843,32,908,509,703
2021-07-03 17:25:00,734,843,32,908,509
2021-07-03 17:30:00,672,734,843,32,908
2021-07-03 17:35:00,6,672,734,843,32
2021-07-03 17:40:00,246,6,672,734,843
2021-07-03 17:45:00,543,246,6,672,734
2021-07-03 17:50:00,957,543,246,6,672
2021-07-03 17:55:00,808,957,543,246,6
2021-07-03 18:00:00,855,808,957,543,246
2021-07-03 18:05:00,950,855,808,957,543
2021-07-03 18:10:00,492,950,855,808,957
2021-07-03 18:15:00,873,492,950,855,808
2021-07-03 18:20:00,122,873,492,950,855
2021-07-03 18:25:00,449,122,873,492,950
2021-07-03 18:30:00,611,449,122,873,492
2021-07-03 18:35:00,577,611,449,122,873
2021-07-03 18:40:00,431,577,611,449,122
2021-07-03 18:45:00,75,431,577,611,449
2021-07-03 18:50:00,870,75,431,577,611
2021-07-03 18:55:00,147,870,75,431,577
2021-07-03 19:00:00,259,147,870,75,431
2021-07-03 19:05:00,172,259,147,870,75
2021-07-03 19:10:00,686,172,259,147,870
2021-07-03 19:15:00,941,686,172,259,147
2021-07-03 19:20:00,501,941,686,172,259
2021-07-03 19:25:00,863,501,941,686,172
2021-07-03 19:30:00,241,863,501,941,686
2021-07-03 19:35:00,667,241,863,501,941
2021-07-03 19:40:00,153,667,241,863,501
2021-07-03 19:45:00,484,153,667,241,863
2021-07-03 19:50:00,455,484,153,667,241
2021-07-03 19:55:00,164,455,484,153,667
2021-07-03 20:00:00,467,164,455,484,153
2021-07-03 20:05:00,136,467,164,455,484
2021-07-03 20:10:00,63,136,467,164,455
2021-07-03 20:15:00,78,63,136,467,164
2021-07-03 20:20:00,218,78,63,136,467
2021-07-03 20:25:00,117,218,78,63,136
2021-07-03 20:30:00,269,117,218,78,63
2021-07-03 20:35:00,798,269,117,218,78
2021-07-03 20:40:00,777,798,269,117,218
2021-07-03 20:45:00,546,777,798,269,117
2021-07-03 20:50:00,60,546,777,798,269
2021-07-03 20:55:00,687,60,546,777,798
2021-07-03 21:00:00,173,687,60,546,777
2021-07-03 21:05:00,269,173,687,60,546
2021-07-03 21:10:00,488,269,173,687,60
2021-07-03 21:15:00,1,488,269,173,687
2021-07-03 21:20:00,204,1,488,269,173
2021-07-03 21:25:00,513,204,1,488,269
2021-07-03 21:30:00,444,513,204,1,488
2021-07-03 21:35:00,406,444,513,204,1
2021-07-03 21:40:00,718,406,444,513,204
2021-07-03 21:45:00,954,718,406,444,513
2021-07-03 21:50:00,406,954,718,406,444
2021-07-03 21:55:00,997,406,954,718,406
2021-07-03 22:00:00,467,997,406,954,718
2021-07-03 22:05:00,659,467,997,406,954
2021-07-03 22:10:00,85,659,467,997,406
2021-07-03 22:15:00,629,85,659,467,997
2021-07-03 22:20:00,492,629,85,659,467
2021-07-03 22:25:00,593,492,629,85,659
2021-07-03 22:30:00,826,593,492,629,85
2021-07-03 22:35:00,888,826,593,492,629
2021-07-03 22:40:00,607,888,826,593,492
2021-07-03 22:45:00,150,607,888,826,593
2021-07-03 22:50:00,870,150,607,888,826
2021-07-03 22:55:00,938,870,150,607,888
2021-07-03 23:00:00,621,938,870,150,607
2021-07-03 23:05:00,718,621,938,870,150
2021-07-03 23:10:00,447,718,621,938,870
2021-07-03 23:15:00,299,447,718,621,938
2021-07-03 23:20:00,844,299,447,718,621
2021-07-03 23:25:00,133,844,299,447,718
2021-07-03 23:30:00,24,133,844,299,447
2021-07-03 23:35:00,628,24,133,844,299
2021-07-03 23:40:00,525,628,24,133,844
2021-07-03 23:45:00,403,525,628,24,133
2021-07-03 23:50:00,644,403,525,628,24
2021-07-03 23:55:00,724,644,403,525,628
2021-07-04 00:00:00,556,724,644,403,525
2021-07-04 00:05:00,201,556,724,644,403
2021-07-04 00:10:00,513,201,556,724,644
2021-07-04 00:15:00,676,513,201,556,724
2021-07-04 00:20:00,310,676,513,201,556
2021-07-04 00:25:00,336,310,676,513,201
2021-07-04 00:30:00,511,336,310,676,513
2021-07-04 00:35:00,297,511,336,310,676
2021-07-04 00:40:00,998,297,511,336,310
2021-07-04 00:45:00,43,998,297,511,336
2021-07-04 00:50:00,861,43,998,297,511
2021-07-04 00:55:00,778,861,43,998,297
2021-07-04 01:00:00,690,778,861,43,998
2021-07-04 01:05:00,634,690,778,861,43
2021-07-04 01:10:00,10,634,690,778,861
2021-07-04 01:15:00,978,10,634,690,778
2021-07-04 01:20:00,624,978,10,634,690
2021-07-04 01:25:00,812,624,978,10,634
2021-07-04 01:30:00,39,812,624,978,10
2021-07-04 01:35:00,512,39,812,624,978
2021-07-04 01:40:00,382,512,39,812,624
2021-07-04 01:45:00,623,382,512,39,812
2021-07-04 01:50:00,883,623,382,512,39
2021-07-04 01:55:00,44,883,623,382,512
2021-07-04 02:00:00,952,44,883,623,382
2021-07-04 02:05:00,689,952,44,883,623
2021-07-04 02:10:00,654,689,952,44,883
2021-07-04 02:15:00,935,654,689,952,44
2021-07-04 02:20:00,244,935,654,689,952
2021-07-04 02:25:00,339,244,935,654,689
2021-07-04 02:30:00,87,339,244,935,654
2021-07-04 02:35:00,703,87,339,244,935
2021-07-04 02:40:00,215,703,87,339,244
2021-07-04 02:45:00,841,215,703,87,339
2021-07-04 02:50:00,767,841,215,703,87
2021-07-04 02:55:00,986,767,841,215,703
2021-07-04 03:00:00,484,986,767,841,215
2021-07-04 03:05:00,468,484,986,767,841
2021-07-04 03:10:00,95,468,484,986,767
2021-07-04 03:15:00,439,95,468,484,986
2021-07-04 03:20:00,594,439,95,468,484
2021-07-04 03:25:00,992,594,439,95,468
2021-07-04 03:30:00,636,992,594,439,95
2021-07-04 03:35:00,792,636,992,594,439
2021-07-04 03:40:00,169,792,636,992,594
2021-07-04 03:45:00,810,169,792,636,992
2021-07-04 03:50:00,990,810,169,792,636
2021-07-04 03:55:00,236,990,810,169,792
2021-07-04 04:00:00,355,236,990,810,169
2021-07-04 04:05:00,981,355,236,990,810
2021-07-04 04:10:00,697,981,355,236,990
2021-07-04 04:15:00,604,697,981,355,236
2021-07-04 04:20:00,545,604,697,981,355
2021-07-04 04:25:00,954,545,604,697,981
2021-07-04 04:30:00,81,954,545,604,697
2021-07-04 04:35:00,768,81,954,545,604
2021-07-04 04:40:00,989,768,81,954,545
2021-07-04 04:45:00,20,989,768,81,954
2021-07-04 04:50:00,460,20,989,768,81
2021-07-04 04:55:00,965,460,20,989,768
2021-07-04 05:00:00,544,965,460,20,989
2021-07-04 05:05:00,57,544,965,460,20
2021-07-04 05:10:00,996,57,544,965,460
2021-07-04 05:15:00,912,996,57,544,965
2021-07-04 05:20:00,979,912,996,57,544
2021-07-04 05:25:00,693,979,912,996,57
2021-07-04 05:30:00,164,693,979,912,996
2021-07-04 05:35:00,493,164,693,979,912
2021-07-04 05:40:00,455,493,164,693,979
2021-07-04 05:45:00,445,455,493,164,693
2021-07-04 05:50:00,512,445,455,493,164
2021-07-04 05:55:00,655,512,445,455,493
2021-07-04 06:00:00,41,655,512,445,455
2021-07-04 06:05:00,242,41,655,512,445
2021-07-04 06:10:00,576,242,41,655,512
2021-07-04 06:15:00,733,576,242,41,655
2021-07-04 06:20:00,622,733,576,242,41
2021-07-04 06:25:00,960,622,733,576,242
2021-07-04 06:30:00,247,960,622,733,576
2021-07-04 06:35:00,926,247,960,622,733
2021-07-04 06:40:00,742,926,247,960,622
2021-07-04 06:45:00,956,742,926,247,960
2021-07-04 06:50:00,457,956,742,926,247
2021-07-04 06:55:00,931,457,956,742,926
2021-07-04 07:00:00,78,931,457,956,742
2021-07-04 07:05:00,353,78,931,457,956
2021-07-04 07:10:00,665,353,78,931,457
2021-07-04 07:15:00,378,665,353,78,931
2021-07-04 07:20:00,138,378,665,353,78
2021-07-04 07:25:00,150,138,378,665,353
2021-07-04 07:30:00,988,150,138,378,665
2021-07-04 07:35:00,747,988,150,138,378
2021-07-04 07:40:00,108,747,988,150,138
2021-07-04 07:45:00,256,108,747,988,150
2021-07-04 07:50:00,244,256,108,747,988
2021-07-04 07:55:00,189,244,256,108,747
2021-07-04 08:00:00,404,189,244,256,108
2021-07-04 08:05:00,548,404,189,244,256
2021-07-04 08:10:00,819,548,404,189,244
2021-07-04 08:15:00,484,819,548,404,189
2021-07-04 08:20:00,563,484,819,548,404
2021-07-04 08:25:00,481,563,484,819,548
2021-07-04 08:30:00,99,481,563,484,819
2021-07-04 08:35:00,475,99,481,563,484
2021-07-04 08:40:00,86,475,99,481,563
2021-07-04 08:45:00,488,86,475,99,481
2021-07-04 08:50:00,498,488,86,475,99
2021-07-04 08:55:00,651,498,488,86,475
2021-07-04 09:00:00,834,651,498,488,86
2021-07-04 09:05:00,721,834,651,498,488
2021-07-04 09:10:00,676,721,834,651,498
2021-07-04 09:15:00,120,676,721,834,651
2021-07-04 09:20:00,985,120,676,721,834
2021-07-04 09:25:00,873,985,120,676,721
2021-07-04 09:30:00,752,873,985,120,676
2021-07-04 09:35:00,308,752,873,985,120
2021-07-04 09:40:00,98,308,752,873,985
2021-07-04 09:45:00,889,98,308,752,873
2021-07-04 09:50:00,388,889,98,308,752
2021-07-04 09:55:00,186,388,889,98,308
2021-07-04 10:00:00,982,186,388,889,98
2021-07-04 10:05:00,77,982,186,388,889
2021-07-04 10:10:00,209,77,982,186,388
2021-07-04 10:15:00,609,209,77,982,186
2021-07-04 10:20:00,793,609,209,77,982
2021-07-04 10:25:00,973,793,609,209,77
2021-07-04 10:30:00,483,973,793,609,209
2021-07-04 10:35:00,431,483,973,793,609
2021-07-04 10:40:00,90,431,483,973,793
2021-07-04 10:45:00,402,90,431,483,973
2021-07-04 10:50:00,346,402,90,431,483
2021-07-04 10:55:00,859,346,402,90,431
2021-07-04 11:00:00,963,859,346,402,90
2021-07-04 11:05:00,914,963,859,346,402
2021-07-04 11:10:00,774,914,963,859,346
2021-07-04 11:15:00,72,774,914,963,859
2021-07-04 11:20:00,318,72,774,914,963
2021-07-04 11:25:00,775,318,72,774,914
2021-07-04 11:30:00,899,775,318,72,774
2021-07-04 11:35:00,995,899,775,318,72
2021-07-04 11:40:00,234,995,899,775,318
2021-07-04 11:45:00,233,234,995,899,775
2021-07-04 11:50:00,48,233,234,995,899
2021-07-04 11:55:00,68,48,233,234,995
2021-07-04 12:00:00,240,68,48,233,234
2021-07-04 12:05:00,864,240,68,48,233
2021-07-04 12:10:00,811,864,240,68,48
2021-07-04 12:15:00,182,811,864,240,68
2021-07-04 12:20:00,959,182,811,864,240
2021-07-04 12:25:00,738,959,182,811,864
2021-07-04 12:30:00,339,738,959,182,811
2021-07-04 12:35:00,320,339,738,959,182
2021-07-04 12:40:00,24,320,339,738,959
2021-07-04 12:45:00,444,24,320,339,738
2021-07-04 12:50:00,590,444,24,320,339
2021-07-04 12:55:00,63,590,444,24,320
2021-07-04 13:00:00,232,63,590,444,24
2021-07-04 13:05:00,738,232,63,590,444
2021-07-04 13:10:00,528,738,232,63,590
2021-07-04 13:15:00,762,528,738,232,63
2021-07-04 13:20:00,249,762,528,738,232
2021-07-04 13:25:00,190,249,762,528,738
2021-07-04 13:30:00,224,190,249,762,528
2021-07-04 13:35:00,307,224,190,249,762
2021-07-04 13:40:00,653,307,224,190,249
2021-07-04 13:45:00,882,653,307,224,190
2021-07-04 13:50:00,251,882,653,307,224
2021-07-04 13:55:00,817,251,882,653,307
2021-07-04 14:00:00,780,817,251,882,653
2021-07-04 14:05:00,692,780,817,251,882
2021-07-04 14:10:00,312,692,780,817,251
2021-07-04 14:15:00,2,312,692,780,817
2021-07-04 14:20:00,330,2,312,692,780
2021-07-04 14:25:00,360,330,2,312,692
2021-07-04 14:30:00,887,360,330,2,312
2021-07-04 14:35:00,865,887,360,330,2
2021-07-04 14:40:00,386,865,887,360,330
2021-07-04 14:45:00,594,386,865,887,360
2021-07-04 14:50:00,182,594,386,865,887
2021-07-04 14:55:00,122,182,594,386,865
2021-07-04 15:00:00,950,122,182,594,386
2021-07-04 15:05:00,349,950,122,182,594
2021-07-04 15:10:00,506,349,950,122,182
2021-07-04 15:15:00,814,506,349,950,122
2021-07-04 15:20:00,515,814,506,349,950
2021-07-04 15:25:00,584,515,814,506,349
2021-07-04 15:30:00,541,584,515,814,506
2021-07-04 15:35:00,306,541,584,515,814
2021-07-04 15:40:00,802,306,541,584,515
2021-07-04 15:45:00,469,802,306,541,584
2021-07-04 15:50:00,443,469,802,306,541
2021-07-04 15:55:00,215,443,469,802,306
2021-07-04 16:00:00,118,215,443,469,802
2021-07-04 16:05:00,291,118,215,443,469
2021-07-04 16:10:00,935,291,118,215,443
2021-07-04 16:15:00,651,935,291,118,215
2021-07-04 16:20:00,700,651,935,291,118
2021-07-04 16:25:00,670,700,651,935,291
2021-07-04 16:30:00,59,670,700,651,935
2021-07-04 16:35:00,915,59,670,700,651
2021-07-04 16:40:00,328,915,59,670,700
2021-07-04 16:45:00,80,328,915,59,670
2021-07-04 16:50:00,765,80,328,915,59
2021-07-04 16:55:00,999,765,80,328,915
2021-07-04 17:00:00,550,999,765,80,328
2021-07-04 17:05:00,148,550,999,765,80
2021-07-04 17:10:00,308,148,550,999,765
2021-07-04 17:15:00,151,308,148,550,999
2021-07-04 17:20:00,385,151,308,148,550
2021-07-04 17:25:00,581,385,151,308,148
2021-07-04 17:30:00,712,581,385,151,308
2021-07-04 17:35:00,359,712,581,385,151
2021-07-04 17:40:00,175,359,712,581,385
2021-07-04 17:45:00,418,175,359,712,581
2021-07-04 17:50:00,649,418,175,359,712
2021-07-04 17:55:00,308,649,418,175,359
2021-07-04 18:00:00,100,308,649,418,175
2021-07-04 18:05:00,999,100,308,649,418
2021-07-04 18:10:00,756,999,100,308,649
2021-07-04 18:15:00,544,756,999,100,308
2021-07-04 18:20:00,831,544,756,999,100
2021-07-04 18:25:00,746,831,544,756,999
2021-07-04 18:30:00,781,746,831,544,756
2021-07-04 18:35:00,375,781,746,831,544
2021-07-04 18:40:00,720,375,781,746,831
2021-07-04 18:45:00,568,720,375,781,746
2021-07-04 18:50:00,223,568,720,375,781
2021-07-04 18:55:00,46,223,568,720,375
2021-07-04 19:00:00,251,46,223,568,720
2021-07-04 19:05:00,438,251,46,223,568
2021-07-04 19:10:00,445,438,251,46,223
2021-07-04 19:15:00,938,445,438,251,46
2021-07-04 19:20:00,31,938,445,438,251
2021-07-04 19:25:00,49,31,938,445,438
2021-07-04 19:30:00,999,49,31,938,445
2021-07-04 19:35:00,958,999,49,31,938
2021-07-04 19:40:00,105,958,999,49,31
2021-07-04 19:45:00,927,105,958,999,49
2021-07-04 19:50:00,436,927,105,958,999
2021-07-04 19:55:00,895,436,927,105,958
2021-07-04 20:00:00,842,895,436,927,105
2021-07-04 20:05:00,784,842,895,436,927
2021-07-04 20:10:00,343,784,842,895,436
2021-07-04 20:15:00,284,343,784,842,895
2021-07-04 20:20:00,617,284,343,784,842
2021-07-04 20:25:00,232,617,284,343,784
2021-07-04 20:30:00,472,232,617,284,343
2021-07-04 20:35:00,581,472,232,617,284
2021-07-04 20:40:00,50,581,472,232,617
2021-07-04 20:45:00,310,50,581,472,232
2021-07-04 20:50:00,370,310,50,581,472
2021-07-04 20:55:00,154,370,310,50,581
2021-07-04 21:00:00,953,154,370,310,50
2021-07-04 21:05:00,682,953,154,370,310
2021-07-04 21:10:00,967,682,953,154,370
2021-07-04 21:15:00,957,967,682,953,154
2021-07-04 21:20:00,634,957,967,682,953
2021-07-04 21:25:00,943,634,957,967,682
2021-07-04 21:30:00,996,943,634,957,967
2021-07-04 21:35:00,380,996,943,634,957
2021-07-04 21:40:00,338,380,996,943,634
2021-07-04 21:45:00,483,338,380,996,943
2021-07-04 21:50:00,866,483,338,380,996
2021-07-04 21:55:00,950,866,483,338,380
2021-07-04 22:00:00,965,950,866,483,338
2021-07-04 22:05:00,27,965,950,866,483
2021-07-04 22:10:00,565,27,965,950,866
2021-07-04 22:15:00,108,565,27,965,950
2021-07-04 22:20:00,951,108,565,27,965
2021-07-04 22:25:00,16,951,108,565,27
2021-07-04 22:30:00,108,16,951,108,565
2021-07-04 22:35:00,490,108,16,951,108
2021-07-04 22:40:00,383,490,108,16,951
2021-07-04 22:45:00,143,383,490,108,16
2021-07-04 22:50:00,704,143,383,490,108
2021-07-04 22:55:00,8,704,143,383,490
